NTACode,income_score,car_score,bus_subway_score,reliability_score,ridership_score,index_score
QN0303,0.7205403033721951,0.8374193548387097,0.875,0.6632122571831156,0.007363954876147574,0.623574
QN0401,0.7470511812369653,0.8090322580645162,0.8235,0.5372323707734137,0.647798173604635,0.723414
QN0402,0.7625502866194855,0.807741935483871,0.9286,0.5476120819537296,0.7355349590407608,0.767155
QN0501,0.6753165350382349,0.49935483870967734,1.0,0.6413866729879454,0.5476905462833298,0.674446
QN0502,0.650731648945263,0.7716129032258064,0.9655,0.7126733589798487,0.5334235709221841,0.723691
QN0503,0.6453553967657014,0.4774193548387097,1.0,0.6344158467668645,0.4607131063103014,0.644128
QN0504,0.5950687772801349,0.47096774193548385,1.0,0.6729791905713958,0.3731783015473828,0.618543
QN0571,,,0.75,0.7525892548067857,0.487440255425847,0.360376
QN0572,,,1.0,1.0,0.7447344061761731,0.498947
QN0573,,,1.0,0.721957965626753,0.5704705963796993,0.422388
QN0574,,0.5883870967741935,1.0,0.7493726649637549,0.40541540028748313,0.511166
QN0601,0.6551192633366383,0.7212903225806451,0.9524,0.621452659327949,0.5157705300107632,0.69489
QN0602,0.5508222503333448,0.7212903225806451,0.8261,0.6381662239855119,0.5263313699302875,0.648175
QN0701,0.6776584954471379,0.37806451612903225,,,,0.245028
QN0702,0.5665777747387375,0.23483870967741927,1.0,0.7174870361044073,0.46865004231027385,0.589965
QN0703,0.5366109382656956,0.29419354838709677,1.0,0.6751660881903736,0.3532059685524063,0.564908
QN0704,0.7866992603735741,0.5793548387096774,1.0,0.7472556552836829,0.41469598118952056,0.707573
QN0705,0.783314529271656,0.5741935483870968,1.0,0.823428388812221,0.985922881890894,0.831366
QN0706,0.7676387796733791,0.5703225806451613,1.0,0.6672160275773484,0.9230517969193743,0.790667
QN0707,0.8537613821555152,0.8335483870967741,0.9859,0.5899310600515437,0.652991804331594,0.796418
QN0761,,,1.0,0.5695452681493618,0.3668077066592537,0.358793
QN0791,,,,,,0.0
QN0801,0.6529112106396799,0.5135483870967741,1.0,0.8079582378523653,0.6382068607764193,0.714773
QN0802,0.6123514194217465,0.5664516129032258,1.0,0.8114929581473252,0.5548534114897901,0.699073
QN0803,0.6297936111775901,0.44516129032258067,1.0,0.8235203264415039,0.5289957928969953,0.675808
QN0804,0.612320079318951,0.5341935483870968,0.9762,0.835730885708601,0.41633283056881454,0.663785
QN0805,0.6701568144779879,0.576774193548387,0.95,0.7892236725683501,0.5867897756620607,0.708636
QN0871,,,1.0,0.9139778413891859,0.7305699121287373,0.483211
QN0891,,,1.0,0.8132110590114803,0.6786365714492137,0.457709
QN0901,0.679396446602163,0.6580645161290323,1.0,0.7345837122995524,0.5689241801571863,0.725434
QN0902,0.6854479355419558,0.5625806451612904,0.9,0.8250270843794468,0.4635182129373775,0.680336
QN0903,0.6977304067375523,0.5729032258064516,0.7778,0.7974347560529037,0.31269736916651264,0.626728
QN0904,0.7358257262356548,0.6064516129032258,0.6923,0.7974347560529037,0.31269736916651264,0.625861
QN0905,0.6736412640888008,0.6709677419354838,0.85,0.8501242697094276,0.31406461349665243,0.662935
QN1001,0.5948351510592955,0.44000000000000006,1.0,0.7168730048008045,0.6538468477824326,0.675009
QN1002,0.6871687920954563,0.5419354838709678,0.5,0.7168730048008045,0.6538468477824326,0.61848
QN1003,0.6290243541089724,0.2503225806451612,,,,0.207321
QN1091,,,,,,0.0
QN1101,0.6182205659452744,0.3961290322580645,1.0,0.7663168641545629,0.6290835426249054,0.674545
QN1102,0.5591587176769577,0.41419354838709677,1.0,0.8116852368038898,0.6216045545228506,0.668702
QN1103,0.4908458408834489,0.3419354838709677,,,,0.191099
QN1104,0.6017527664763468,0.37806451612903225,1.0,0.8297765619391476,0.7726962972826116,0.705057
QN1191,,0.5019354838709678,1.0,0.7632134646727721,0.9490902199689165,0.604687
QN1201,0.8235723158626506,0.6929032258064516,0.955,0.8661764868625487,0.37615248216584946,0.740631
QN1202,0.7311361072173408,0.5058064516129032,1.0,0.8985004851406032,0.24799232608949834,0.668319
QN1203,0.6551676980409586,0.4025806451612902,1.0,0.8765334405689057,0.20789646835342326,0.617367
QN1204,0.7394298380571416,0.424516129032258,1.0,0.8788312988810895,0.24357450920053111,0.6503
