route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q115,BPPA6-BP_A6-Weekday-01,44402191-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071945,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402192-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071982,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402193-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071946,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402194-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071947,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402195-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071944,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402196-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071970,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402197-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071947,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402198-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071944,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402199-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071970,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402200-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071844,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402201-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071944,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402202-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071970,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402203-BPPA6-BP_A6-Weekday-01,"JAMAICA  PARSONS-HILLSIDE via BREWER BL",0,8071944,Q1150022
Q115,BPPA6-BP_A6-Weekday-01,44402204-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071929,Q1150027
